class_id,precision,recall,f1_score,support
0,0.8567164179104477,0.8723404255319149,0.8644578313253013,329
1,0.7407407407407407,0.5405405405405406,0.625,74
2,0.6168831168831169,0.59375,0.6050955414012739,160
3,0.9485232067510548,0.9485232067510548,0.9485232067510548,1185
4,0.8454935622317596,0.8242677824267782,0.8347457627118643,478
5,0.7891566265060241,0.808641975308642,0.7987804878048781,162
6,0.8234463276836158,0.8573529411764705,0.840057636887608,680
