epoch,train_loss,train_eval_loss,train_eval_acc,test_loss,test_acc,acc_gap,loss_gap,lr,epoch_time_sec,best_test_acc_so_far
1,1.4900723441193502,1.471588298988839,0.674843126069595,1.4230284728109837,0.6535202086049544,0.021322917464640545,-0.04855982617785526,0.00018,100.5106885433197,0.6535202086049544
2,1.2508710860274732,0.6144285334351783,0.8025425800668242,0.7001069070150455,0.7689048239895697,0.0336377560772545,0.08567837357986718,0.000162,99.9765408039093,0.7689048239895697
3,1.1141426297836006,0.41954619377308217,0.8632548284573385,0.5743163502775133,0.7998696219035202,0.0633852065538183,0.1547701565044311,0.00014580000000000002,99.96087288856506,0.7998696219035202
4,1.0302676144056022,0.3297540446122487,0.8979708255235922,0.5353544304768244,0.8226857887874837,0.07528503673610853,0.20560038586457569,0.00013122000000000003,100.01669764518738,0.8226857887874837
5,0.9750858166565498,0.2719094058750973,0.9218482601254991,0.5633381942364698,0.8230117340286832,0.09883652609681592,0.2914287883613725,0.00011809800000000003,100.17281103134155,0.8230117340286832
6,0.9136955845169723,0.27903415583932656,0.9136989650395241,0.6665847370750271,0.7917209908735332,0.12197797416599088,0.3875505812357005,0.00010628820000000004,100.5164270401001,0.8230117340286832
7,0.8650846270223459,0.14403851745009888,0.9561567924374541,0.5848842878767755,0.8220338983050848,0.13412289413236933,0.4408457704266766,9.565938000000004e-05,100.4832091331482,0.8230117340286832
8,0.8239582754516354,0.07844164977814216,0.9788118327764649,0.5517934457554171,0.8367014341590613,0.1421103986174036,0.47335179597727495,8.609344200000004e-05,100.50428557395935,0.8367014341590613
9,0.7671977782932421,0.07224955662665404,0.9786488468747453,0.5927875534980558,0.8380052151238592,0.14064363175088612,0.5205379968714018,7.748409780000004e-05,100.46383690834045,0.8380052151238592
10,0.7381789998617023,0.031892225399587915,0.9924211555700432,0.589871037392489,0.8441981747066493,0.14822298086339392,0.5579788119929011,6.973568802000003e-05,100.51644110679626,0.8441981747066493
11,0.7008442746009678,0.02045544438912354,0.9946214652432565,0.6105828088329872,0.8445241199478487,0.15009734529540775,0.5901273644438637,6.276211921800003e-05,100.60287690162659,0.8445241199478487
12,0.6797439261960486,0.014936451533155074,0.9965772960638904,0.5932776003198038,0.8503911342894394,0.1461861617744511,0.5783411487866488,5.6485907296200035e-05,100.36432242393494,0.8503911342894394
13,0.6709208004952719,0.011627110236759108,0.9969847608181892,0.5869720630386533,0.8445241199478487,0.1524606408703405,0.5753449528018942,5.083731656658003e-05,100.38107204437256,0.8503911342894394
14,0.6481827714790901,0.00922332154406528,0.9976367044250672,0.6164721586804566,0.8484354628422425,0.14920124158282477,0.6072488371363913,4.575358490992203e-05,100.2293016910553,0.8503911342894394
15,0.6402324105923375,0.005835039592890705,0.9988590986879635,0.6165981414530203,0.8510430247718384,0.14781607391612517,0.6107631018601296,4.117822641892983e-05,100.10880494117737,0.8510430247718384
16,0.6247861672503253,0.004989366710750194,0.9986146198353842,0.6290038386238544,0.8503911342894394,0.1482234855459449,0.6240144719131042,3.7060403777036845e-05,100.20281648635864,0.8510430247718384
17,0.6153798353237411,0.0033580092455262425,0.9991850704914025,0.6178046744492652,0.8526727509778357,0.1465123195135668,0.614446665203739,3.335436339933316e-05,100.14603805541992,0.8526727509778357
18,0.6031020560767502,0.003116448666285502,0.999348056393122,0.6248629722589006,0.855606258148631,0.14374179824449096,0.6217465235926152,3.0018927059399844e-05,100.26198196411133,0.855606258148631
19,0.5872712261043489,0.002215821133633019,0.9994295493439818,0.6455119690053834,0.8608213820078227,0.1386081673361591,0.6432961478717504,2.701703435345986e-05,100.39024424552917,0.8608213820078227
20,0.5919599800060192,0.0021949538167144547,0.9994295493439818,0.6483488763818362,0.8539765319426337,0.14545301740134808,0.6461539225651218,2.4315330918113875e-05,100.33203411102295,0.8608213820078227
21,0.5931257125921547,0.0015142500013188471,0.999674028196561,0.6875872181262821,0.85625814863103,0.14341587956553103,0.6860729681249632,2.1883797826302487e-05,100.3795645236969,0.8608213820078227
22,0.5772099681198597,0.0010638263342788907,0.9997555211474207,0.6391833407518183,0.8578878748370273,0.1418676463103934,0.6381195144175393,1.969541804367224e-05,100.39473128318787,0.8608213820078227
23,0.5798823946000388,0.0011810950727806357,0.9997555211474207,0.6498320549556714,0.8575619295958279,0.14219359155159284,0.6486509598828908,1.7725876239305016e-05,100.38917708396912,0.8608213820078227
24,0.5696408971368024,0.0010310746969549218,0.9997555211474207,0.645662609434415,0.8595176010430248,0.14023792010439595,0.64463153473746,1.5953288615374514e-05,100.01649904251099,0.8608213820078227
25,0.5753401613328606,0.0011031847062739075,0.999674028196561,0.6526689514745764,0.8621251629726207,0.1375488652239404,0.6515657667683025,1.4357959753837063e-05,100.04339718818665,0.8621251629726207
26,0.5690963674957553,0.0008146310081992661,0.9998370140982805,0.6472744321836217,0.8624511082138201,0.13738590588446042,0.6464598011754225,1.2922163778453357e-05,99.97137498855591,0.8624511082138201
27,0.5682562593525896,0.000709217789879979,0.9998370140982805,0.6481029848340162,0.8634289439374185,0.13640807016086198,0.6473937670441362,1.162994740060802e-05,100.01337885856628,0.8634289439374185
28,0.5679406247412165,0.0006203234964280805,0.9999185070491402,0.6193986844167133,0.8673402868318123,0.1325782202173279,0.6187783609202853,1.046695266054722e-05,99.94835925102234,0.8673402868318123
29,0.5626220454772314,0.000559815061189776,0.9998370140982805,0.6367710881665213,0.8673402868318123,0.13249672726646822,0.6362112731053315,9.420257394492498e-06,100.25719237327576,0.8673402868318123
30,0.558575305622071,0.0005358938140833658,0.9998370140982805,0.6443864910615957,0.8634289439374185,0.13640807016086198,0.6438505972475124,8.478231655043248e-06,100.35448884963989,0.8673402868318123
31,0.5571494301160177,0.0005057793071567099,0.9999185070491402,0.6389970084201195,0.8663624511082139,0.13355605594092634,0.6384912291129629,7.630408489538923e-06,100.3105251789093,0.8673402868318123
32,0.5494451728494217,0.0003319927182137879,0.9999185070491402,0.627237812231518,0.8647327249022164,0.13518578214692378,0.6269058195133042,6.867367640585031e-06,100.27612090110779,0.8673402868318123
33,0.5581503911719968,0.0003161312039280754,0.9998370140982805,0.6308215047529302,0.8653846153846154,0.1344523987136651,0.6305053735490022,6.180630876526528e-06,100.27310609817505,0.8673402868318123
34,0.5538329066863904,0.00028303067448269087,1.0,0.6373062732945982,0.8657105606258149,0.13428943937418514,0.6370232426201156,5.562567788873875e-06,100.23708891868591,0.8673402868318123
35,0.5569613553428402,0.0003161051294657824,1.0,0.648218531231881,0.8650586701434159,0.13494132985658414,0.6479024261024152,5.006311009986488e-06,100.19055533409119,0.8673402868318123
36,0.5549627949173251,0.000303257227997733,1.0,0.6554016321606468,0.8647327249022164,0.13526727509778358,0.6550983749326491,4.505679908987839e-06,100.01368641853333,0.8673402868318123
37,0.5526427764755985,0.0003404075166495435,0.9998370140982805,0.6500144552883285,0.8634289439374185,0.13640807016086198,0.6496740477716789,4.055111918089055e-06,100.10217690467834,0.8673402868318123
38,0.5553690919963022,0.0002847886574244285,1.0,0.6492660858469511,0.8660365058670143,0.1339634941329857,0.6489812971895267,3.64960072628015e-06,100.10613226890564,0.8673402868318123
39,0.5561000975624969,0.00030723040913856653,0.9999185070491402,0.6693175363519307,0.8653846153846154,0.13453389166452479,0.6690103059427921,3.2846406536521347e-06,100.32697892189026,0.8673402868318123
40,0.5476913527430346,0.0002584616605553573,1.0,0.6457248623446503,0.8686440677966102,0.1313559322033898,0.645466400684095,2.9561765882869213e-06,100.23065781593323,0.8686440677966102
41,0.5506905521421382,0.0003068266443012983,1.0,0.663501156859032,0.8673402868318123,0.1326597131681877,0.6631943302147307,2.660558929458229e-06,100.30581593513489,0.8686440677966102
42,0.5499276462942362,0.00023122313523564012,1.0,0.6281542636637217,0.8657105606258149,0.13428943937418514,0.6279230405284861,2.3945030365124063e-06,100.26396250724792,0.8686440677966102
43,0.5476907967434576,0.00021956432277144464,1.0,0.6528813786832567,0.8686440677966102,0.1313559322033898,0.6526618143604852,2.1550527328611657e-06,100.35551047325134,0.8686440677966102
44,0.5483890709001571,0.00023409845243005378,1.0,0.663963347061023,0.8699478487614081,0.13005215123859193,0.663729248608593,1.939547459575049e-06,100.28197717666626,0.8699478487614081
45,0.5514193213700006,0.0002519130304934336,1.0,0.6552397040674501,0.8657105606258149,0.13428943937418514,0.6549877910369567,1.7455927136175442e-06,100.35554909706116,0.8699478487614081
46,0.5496956720016897,0.00021147249354995049,1.0,0.6526481867610224,0.8673402868318123,0.1326597131681877,0.6524367142674725,1.5710334422557898e-06,100.07940411567688,0.8699478487614081
47,0.5479348495136946,0.0002550714400205341,1.0,0.6609504626976559,0.8663624511082139,0.13363754889178614,0.6606953912576353,1.413930098030211e-06,100.11639714241028,0.8699478487614081
48,0.549298730523636,0.00024349638832236545,1.0,0.6480331878131741,0.8699478487614081,0.13005215123859193,0.6477896914248518,1.2725370882271899e-06,100.02435612678528,0.8699478487614081
49,0.5479322588071227,0.0002282548960277353,1.0,0.6404386221862902,0.8676662320730117,0.13233376792698825,0.6402103672902625,1.145283379404471e-06,100.09676837921143,0.8699478487614081
50,0.5489378662314266,0.00020965293538921514,1.0,0.6431487651055553,0.8670143415906127,0.13298565840938725,0.6429391121701661,1.030755041464024e-06,100.26725029945374,0.8699478487614081
