class_id,precision,recall,f1_score,support
0,0.8575581395348837,0.8966565349544073,0.8766716196136701,329
1,0.7543859649122807,0.581081081081081,0.6564885496183206,74
2,0.7094017094017094,0.51875,0.5992779783393503,160
3,0.9587628865979382,0.9417721518987342,0.9501915708812261,1185
4,0.8003731343283582,0.897489539748954,0.8461538461538461,478
5,0.8280254777070064,0.8024691358024691,0.8150470219435737,162
6,0.836940836940837,0.8529411764705882,0.8448652585579024,680
